threshold,recall,specificity,precision,f1,accuracy,tn,fp,fn,tp,profit,meets_recall,meets_specificity,meets_both,model,config,min_tpr_tnr
0.6399999999999997,0.3701657458563536,0.9439292338422028,0.6522123893805309,0.4722845241909644,0.817,6616,393,1254,737,-10558400,False,True,False,XGB,SPW=2.0,0.3701657458563536
0.6499999999999997,0.36313410346559516,0.9462120131259809,0.6572727272727272,0.4678097703008734,0.8172222222222222,6632,377,1268,723,-10706000,False,True,False,XGB,SPW=2.0,0.36313410346559516
0.6599999999999997,0.3581115017579106,0.948637466114995,0.6644920782851818,0.4654046997389034,0.818,6649,360,1278,713,-10809200,False,True,False,XGB,SPW=2.0,0.3581115017579106
0.6699999999999997,0.3520843797086891,0.9502068768725924,0.6676190476190477,0.4610325550805656,0.8178888888888889,6660,349,1290,701,-10936800,False,True,False,XGB,SPW=2.0,0.3520843797086891
0.6799999999999997,0.34455047714716225,0.952061635040662,0.6712328767123288,0.4553601062064388,0.8176666666666667,6673,336,1305,686,-11096600,False,True,False,XGB,SPW=2.0,0.34455047714716225
0.6899999999999997,0.33952787543947766,0.9540590669139678,0.6773547094188377,0.4523251923720307,0.8181111111111111,6687,322,1315,676,-11201000,False,True,False,XGB,SPW=2.0,0.33952787543947766
0.6999999999999996,0.33400301356102463,0.9556284776715651,0.6813524590163934,0.44826423997303677,0.8181111111111111,6698,311,1326,665,-11317600,False,True,False,XGB,SPW=2.0,0.33400301356102463
0.7099999999999996,0.32898041185334004,0.9579112569553432,0.6894736842105263,0.44542672560353624,0.8187777777777778,6714,295,1336,655,-11421200,False,True,False,XGB,SPW=2.0,0.32898041185334004
0.7199999999999996,0.3214465092918132,0.9601940362391211,0.6964091403699674,0.43986254295532645,0.8188888888888889,6730,279,1351,640,-11579800,False,True,False,XGB,SPW=2.0,0.3214465092918132
0.7299999999999996,0.3139126067302863,0.9616207732914824,0.6991051454138703,0.43327556325823224,0.8183333333333334,6740,269,1366,625,-11740800,False,True,False,XGB,SPW=2.0,0.3139126067302863
0.7399999999999997,0.30436966348568556,0.9629048366386075,0.6997690531177829,0.424221211060553,0.8172222222222222,6749,260,1385,606,-11946200,False,True,False,XGB,SPW=2.0,0.30436966348568556
0.7499999999999997,0.2958312405826218,0.9641888999857327,0.7011904761904761,0.4161073825503355,0.8163333333333334,6758,251,1402,589,-12129600,False,True,False,XGB,SPW=2.0,0.2958312405826218
0.7599999999999997,0.2877950778503265,0.9670423740904551,0.7126865671641791,0.4100178890876566,0.8167777777777778,6778,231,1418,573,-12297600,False,True,False,XGB,SPW=2.0,0.2877950778503265
0.7699999999999997,0.2782521346057258,0.9694678270794692,0.7213541666666666,0.40159478071765137,0.8165555555555556,6795,214,1437,554,-12499800,False,True,False,XGB,SPW=2.0,0.2782521346057258
0.7799999999999997,0.2636865896534405,0.9718932800684834,0.7271468144044322,0.3870254330998894,0.8152222222222222,6812,197,1466,525,-12812000,False,True,False,XGB,SPW=2.0,0.2636865896534405
0.7899999999999996,0.24610748367654445,0.9746040804679698,0.7335329341317365,0.3685596088755171,0.8134444444444444,6831,178,1501,490,-13189400,False,True,False,XGB,SPW=2.0,0.24610748367654445
0.7999999999999996,0.22802611752887997,0.9776002282779284,0.7430441898527005,0.34896233666410453,0.8117777777777778,6852,157,1537,454,-13577000,False,True,False,XGB,SPW=2.0,0.22802611752887997
0.8099999999999996,0.20391762933199398,0.980596376087887,0.7490774907749077,0.32056849585471775,0.8087777777777778,6873,136,1585,406,-14096600,False,True,False,XGB,SPW=2.0,0.20391762933199398
0.8199999999999996,0.18483174284279258,0.9827364816664289,0.7525562372188139,0.2967741935483871,0.8062222222222222,6888,121,1623,368,-14508600,False,True,False,XGB,SPW=2.0,0.18483174284279258
0.8299999999999996,0.16825715720743345,0.9850192609502069,0.7613636363636364,0.2756067461949815,0.8043333333333333,6904,105,1656,335,-14865200,False,True,False,XGB,SPW=2.0,0.16825715720743345
0.8399999999999996,0.1531893520843797,0.9871593665287488,0.7721518987341772,0.2556580050293378,0.8026666666666666,6919,90,1686,305,-15189200,False,True,False,XGB,SPW=2.0,0.1531893520843797
0.8499999999999996,0.1366147664490206,0.9888714509915822,0.7771428571428571,0.23237932507475437,0.8003333333333333,6931,78,1719,272,-15547400,False,True,False,XGB,SPW=2.0,0.1366147664490206
